Gene.Set,Name,NES,NOM p-value,FDR q-value,Gene Details
CGP,MARCHINI_TRABECTEDIN_RESISTANCE_DN,1.4612491,0.039702233,0.1835337,NA
CGP,DELYS_THYROID_CANCER_DN,1.4610789,0.007209063,0.18337081,NA
CGP,HOUSTIS_ROS,1.4603238,0.045992117,0.18408093,NA
CGP,GRUETZMANN_PANCREATIC_CANCER_UP,1.4598771,0.0020242915,0.18435167,NA
CGP,NAKAMURA_METASTASIS,1.4595366,0.05625,0.18447009,NA
CGP,GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP,1.4592433,0.026373627,0.18449531,NA
CGP,LEE_LIVER_CANCER_E2F1_UP,1.4588982,0.036363635,0.18464361,NA
CGP,LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_UP,1.4585432,0.06784661,0.18472713,NA
CGP,SCHRAETS_MLL_TARGETS_UP,1.4582679,0.052,0.18471323,NA
CGP,ZHANG_TLX_TARGETS_DN,1.4575192,0.016778523,0.18548325,NA
CGP,ELVIDGE_HYPOXIA_UP,1.4573468,0.0032051282,0.18531476,NA
CGP,HOWLIN_CITED1_TARGETS_2_UP,1.4551353,0.074344024,0.18828233,NA
CGP,AUNG_GASTRIC_CANCER,1.4539338,0.04732254,0.18962762,NA
CGP,SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP,1.4538862,0.052348994,0.18926756,NA
CGP,ONDER_CDH1_TARGETS_1_DN,1.4537452,0.009564294,0.18903324,NA
CGP,DANG_REGULATED_BY_MYC_DN,1.4536775,0.0020408162,0.18872268,NA
CGP,BURTON_ADIPOGENESIS_8,1.4532053,0.024054984,0.18904313,NA
CGP,CAIRO_PML_TARGETS_BOUND_BY_MYC_DN,1.4530089,0.07560628,0.18893203,NA
CGP,VERHAAK_AML_WITH_NPM1_MUTATED_DN,1.453002,0.0010362695,0.18851958,NA
CGP,VANLOO_SP3_TARGETS_DN,1.452816,0.022274327,0.18842833,NA
CGP,BOYLAN_MULTIPLE_MYELOMA_C_D_DN,1.4523345,0.0010309279,0.18874821,NA
CGP,PHONG_TNF_RESPONSE_VIA_P38_COMPLETE,1.4521393,0.0031055901,0.18860598,NA
CGP,SASSON_RESPONSE_TO_GONADOTROPHINS_DN,1.4520531,0.023041476,0.18834944,NA
CGP,GAZIN_EPIGENETIC_SILENCING_BY_KRAS,1.4516498,0.06575342,0.18854639,NA
CGP,SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN,1.4511088,0.010288066,0.18894555,NA
CGP,SHEPARD_CRUSH_AND_BURN_MUTANT_DN,1.4510772,0.010638298,0.1885735,NA
CGP,KIM_GASTRIC_CANCER_CHEMOSENSITIVITY,1.4504781,0.026528258,0.18910815,NA
CGP,LINDGREN_BLADDER_CANCER_CLUSTER_1_DN,1.4498112,0.0010152285,0.18975383,NA
CGP,OXFORD_RALA_OR_RALB_TARGETS_UP,1.4491116,0.047204968,0.1903812,NA
CGP,ZWANG_CLASS_2_TRANSIENTLY_INDUCED_BY_EGF,1.4489943,0.036755387,0.19016778,NA
CGP,SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP,1.4486227,0.013888889,0.19031726,NA
CGP,ONGUSAHA_BRCA1_TARGETS_DN,1.4485663,0.05873261,0.19000342,NA
CGP,MORI_LARGE_PRE_BII_LYMPHOCYTE_UP,1.4483516,0.024858758,0.18992758,NA
CGP,GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP,1.4482527,0.015053763,0.18969207,NA
CGP,VISALA_AGING_LYMPHOCYTE_DN,1.4477127,0.069321536,0.19007823,NA
CGP,MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP,1.4469151,0.058423914,0.19087215,NA
CGP,WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP,1.4450232,0.05639615,0.1933317,NA
CGP,SERVITJA_LIVER_HNF1A_TARGETS_DN,1.4437373,0.010729614,0.19498724,NA
CGP,NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN,1.4436831,0.028503563,0.1946772,NA
CGP,RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP,1.4413978,0.0020222447,0.19782192,NA
CGP,ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP,1.4412259,0.012765957,0.19767745,NA
CGP,JAEGER_METASTASIS_DN,1.440828,0.0031055901,0.19781795,NA
CGP,SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP,1.4402983,0.001002004,0.19822298,NA
CGP,ONGUSAHA_BRCA1_TARGETS_UP,1.4402285,0.08395802,0.19792044,NA
CGP,MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_UP,1.439809,0.03415783,0.19826779,NA
CGP,CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN,1.4393646,0.010548524,0.19854406,NA
CGP,DORSEY_GAB2_TARGETS,1.4386597,0.06781915,0.19921708,NA
CGP,OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN,1.4385601,0.060308557,0.19896717,NA
CGP,SHI_SPARC_TARGETS_DN,1.4378445,0.08219178,0.1997422,NA
CGP,HINATA_NFKB_TARGETS_KERATINOCYTE_DN,1.4377253,0.08382353,0.1995312,NA
CGP,CEBALLOS_TARGETS_OF_TP53_AND_MYC_UP,1.4374582,0.06733524,0.1995318,NA
CGP,QI_HYPOXIA,1.4364935,0.011802576,0.20057964,NA
CGP,WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1,1.4363822,0.057771664,0.20035337,NA
CGP,MURAKAMI_UV_RESPONSE_6HR_DN,1.4361266,0.072150074,0.20036072,NA
CGP,TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN,1.4357791,0.04244694,0.20049872,NA
CGP,KYNG_RESPONSE_TO_H2O2,1.4354029,0.042908225,0.2006453,NA
CGP,BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B,1.4347104,0,0.20139611,NA
CGP,ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF,1.4344001,0.0020855058,0.20152245,NA
CGP,VERHAAK_GLIOBLASTOMA_PRONEURAL,1.4337251,0.023758098,0.20216593,NA
CGP,RIGGI_EWING_SARCOMA_PROGENITOR_UP,1.4328951,0,0.20304498,NA
CGP,SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP,1.4325659,0.04797048,0.20312734,NA
CGP,LABBE_TARGETS_OF_TGFB1_AND_WNT3A_UP,1.4320256,0.024282562,0.2035779,NA
CGP,CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP,1.4318514,0.013829787,0.20344341,NA
CGP,FRIDMAN_IMMORTALIZATION_DN,1.4318142,0.081045754,0.20308551,NA
CGP,LEIN_MIDBRAIN_MARKERS,1.4311965,0.030409357,0.20362857,NA
CGP,ROSS_AML_WITH_PML_RARA_FUSION,1.431169,0.022485208,0.2032591,NA
CGP,BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE,1.4299505,0.06210393,0.2049509,NA
CGP,HALMOS_CEBPA_TARGETS_DN,1.429913,0.051660515,0.20461385,NA
CGP,MEISSNER_ES_ICP_WITH_H3K4ME3,1.4296876,0.08286517,0.20456643,NA
CGP,JAZAG_TGFB1_SIGNALING_UP,1.4286029,0.024971623,0.2059477,NA
CGP,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN,1.4285835,0.026086956,0.20557116,NA
CGP,PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP,1.4283959,0.027442371,0.20545541,NA
CGP,SASAKI_ADULT_T_CELL_LEUKEMIA,1.4280291,0.010427529,0.20562837,NA
CGP,LY_AGING_OLD_DN,1.4279599,0.040963855,0.20532902,NA
CGP,SUMI_HNF4A_TARGETS,1.4273072,0.070028014,0.20600279,NA
CGP,CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP,1.42707,0.019586507,0.20597519,NA
CGP,JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP,1.4268826,0.051620647,0.2058662,NA
CGP,LIM_MAMMARY_LUMINAL_MATURE_UP,1.4266969,0.019955654,0.20575549,NA
CGP,RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP,1.4265084,0.04117647,0.2056532,NA
CGP,GROSS_HYPOXIA_VIA_HIF1A_DN,1.4262247,0.025414364,0.20571458,NA
CGP,HUANG_GATA2_TARGETS_UP,1.4240127,0.02383532,0.20902023,NA
CGP,STEIN_ESR1_TARGETS,1.4232026,0.037585422,0.20987326,NA
CGP,EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP,1.4226643,0.009375,0.210414,NA
CGP,KYNG_DNA_DAMAGE_BY_UV,1.4225261,0.04311377,0.21023078,NA
CGP,ZEMBUTSU_SENSITIVITY_TO_METHOTREXATE,1.4218938,0.083333336,0.21097323,NA
CGP,TARTE_PLASMA_CELL_VS_PLASMABLAST_DN,1.4217224,0.002038736,0.21087646,NA
CGP,CHIN_BREAST_CANCER_COPY_NUMBER_UP,1.4208152,0.07112376,0.21197,NA
CGP,SESTO_RESPONSE_TO_UV_C3,1.4208009,0.08189655,0.21158203,NA
CGP,ONDER_CDH1_SIGNALING_VIA_CTNNB1,1.4200884,0.028368793,0.21229383,NA
CGP,SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2,1.4199568,0.063451774,0.212109,NA
CGP,BOYLAN_MULTIPLE_MYELOMA_C_DN,1.4197558,0.053204354,0.2120149,NA
CGP,LABBE_TGFB1_TARGETS_DN,1.4173801,0.031215161,0.21557832,NA
CGP,ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN,1.4172957,0.05822785,0.2153328,NA
CGP,LUI_THYROID_CANCER_PAX8_PPARG_UP,1.416472,0.056847546,0.21641327,NA
CGP,HUMMERICH_MALIGNANT_SKIN_TUMOR_UP,1.4163074,0.08933718,0.21625832,NA
CGP,BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP,1.4162228,0.052760735,0.21597734,NA
CGP,ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN,1.4154992,0.059610706,0.21677133,NA
CGP,ROSS_AML_WITH_MLL_FUSIONS,1.4150925,0.034772184,0.21706156,NA
CGP,LINDSTEDT_DENDRITIC_CELL_MATURATION_C,1.4146951,0.04368359,0.2173518,NA
CGP,ZHENG_GLIOBLASTOMA_PLASTICITY_DN,1.4146707,0.04659498,0.21698807,NA
CGP,BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP,1.4143567,0.079622135,0.21721268,NA
CGP,SHEPARD_BMYB_TARGETS,1.414317,0.049295776,0.21688187,NA
CGP,FERRARI_RESPONSE_TO_FENRETINIDE_UP,1.4130487,0.06926407,0.21859048,NA
CGP,NELSON_RESPONSE_TO_ANDROGEN_DN,1.412707,0.08873239,0.21878982,NA
CGP,WANG_NFKB_TARGETS,1.4122512,0.07763158,0.21919823,NA
CGP,ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_UP,1.4118322,0.08708709,0.21941875,NA
CGP,CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP,1.4117235,0.07751938,0.21920925,NA
CGP,BEIER_GLIOMA_STEM_CELL_DN,1.4110957,0.06837607,0.21987836,NA
CGP,NIKOLSKY_MUTATED_AND_AMPLIFIED_IN_BREAST_CANCER,1.4106164,0.053003535,0.2202861,NA
CGP,JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN,1.4100145,0.037869822,0.22082971,NA
CGP,DURAND_STROMA_NS_UP,1.4089612,0.012847966,0.22224271,NA
CGP,FRASOR_RESPONSE_TO_ESTRADIOL_UP,1.4086609,0.078431375,0.2223457,NA
CGP,FERRANDO_TAL1_NEIGHBORS,1.4081863,0.08522727,0.2227592,NA
CGP,DAZARD_RESPONSE_TO_UV_SCC_UP,1.4079928,0.028634362,0.22267124,NA
CGP,GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP,1.4078914,0.047945205,0.22244926,NA
CGP,FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP,1.4076046,0.039534885,0.2225322,NA
CGP,HUMMEL_BURKITTS_LYMPHOMA_UP,1.4075563,0.07242694,0.22221595,NA
CGP,DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP,1.4072875,0.0062111802,0.22233322,NA
CGP,VALK_AML_CLUSTER_15,1.404265,0.071625344,0.22722626,NA
CGP,SASSON_RESPONSE_TO_FORSKOLIN_DN,1.4040192,0.038812786,0.22723351,NA
CGP,VALK_AML_CLUSTER_4,1.402506,0.08357349,0.22936822,NA
CGP,VANASSE_BCL2_TARGETS_DN,1.4017357,0.053254437,0.23042525,NA
CGP,COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN,1.4014932,0.07260274,0.23040766,NA
CGP,INAMURA_LUNG_CANCER_SCC_UP,1.4006735,0.0873494,0.23132801,NA
CGP,VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP,1.4003954,0.09425626,0.2314007,NA
CGP,BOYLAN_MULTIPLE_MYELOMA_PCA1_UP,1.3993522,0.023863636,0.23277102,NA
CGP,WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN,1.3986694,0.08203678,0.23359758,NA
CGP,TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN,1.3984132,0.011578947,0.23361887,NA
CGP,BLUM_RESPONSE_TO_SALIRASIB_UP,1.3974732,0.006147541,0.23480625,NA
CGP,WINTER_HYPOXIA_METAGENE,1.3950694,0.0124223605,0.23867553,NA
CGP,SUNG_METASTASIS_STROMA_DN,1.3950251,0.07116105,0.23835336,NA
CGP,RAHMAN_TP53_TARGETS_PHOSPHORYLATED,1.3949561,0.095375724,0.23806785,NA
CGP,DAUER_STAT3_TARGETS_UP,1.3942046,0.06382979,0.23903614,NA
CGP,LINDGREN_BLADDER_CANCER_CLUSTER_3_UP,1.3941935,0.010183299,0.23862821,NA
CGP,LIANG_SILENCED_BY_METHYLATION_UP,1.3938026,0.0844504,0.23892018,NA
CGP,BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP,1.3929769,0.08277704,0.2399145,NA
CGP,GAVIN_FOXP3_TARGETS_CLUSTER_P6,1.3927848,0.047565117,0.2398038,NA
CGP,MASSARWEH_TAMOXIFEN_RESISTANCE_UP,1.3912716999999999,0.001004016,0.24208264,NA
CGP,CLAUS_PGR_POSITIVE_MENINGIOMA_DN,1.3911835,0.10271903,0.24181949,NA
CGP,HAN_SATB1_TARGETS_DN,1.3904105,0.002016129,0.2427107,NA
CGP,GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP,1.3898933,0,0.24324435,NA
CGP,RICKMAN_HEAD_AND_NECK_CANCER_A,1.3896327,0.048109967,0.24327654,NA
CGP,SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP,1.3896312,0.0971831,0.24285491,NA
CGP,BLUM_RESPONSE_TO_SALIRASIB_DN,1.388116,0.005065856,0.24503428,NA
CGP,FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP,1.3878223,0.0794078,0.24512792,NA
CGP,CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE,1.3863809,0.087248325,0.24724486,NA
CGP,LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES,1.3861954,0.07279693,0.24714112,NA
CGP,KYNG_NORMAL_AGING_UP,1.3861597,0.11827957,0.24676527,NA
CGP,SMITH_TERT_TARGETS_DN,1.3856426,0.046432614,0.24733093,NA
CGP,CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2,1.3844132,0.0061728396,0.2492304,NA
CGP,SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER,1.3835667,0.06896552,0.24993846,NA
CGP,APPEL_IMATINIB_RESPONSE,1.3833956,0.09549072,0.24984579,NA
